id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
1079,Jam Gadang Bukittinggi,"Jl. Raya Bukittinggi - Payakumbuh, Benteng Ps. Atas, Kec. Guguk Panjang",4.7,55.835,"Jam Gadang Bukittinggi adalah destinasi wisata yang terletak di Jl. Raya Bukittinggi - Payakumbuh, Benteng Ps. Atas, Kec. Guguk Panjang, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan jam yang menarik.","{'latitude': -0.3051816, 'longitude': 100.3694972}",https://www.google.com/maps/place/Jam+Gadang+Bukittinggi/data=!4m7!3m6!1s0x2fd538bd1ff164a7:0xcea33881870dc19!8m2!3d-0.3051816!4d100.3694972!16s%2Fg%2F1pp2w_m4c!19sChIJp2TxH7041S8RGdxwGIgz6gw?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSW92TcdVTmo4CgXHpP3RlQxswPNYGmwHiG-02eZ_k_kOvHfA0gxqnIIQgy7mdV_43i2DwGkm9k-o5zDHuyz6_fiTTJDVs-apJpZb7j-NOzguxiaH6QMwOw_zl8VXTZHcdmcqQLw=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSW92TcdVTmo4CgXHpP3RlQxswPNYGmwHiG-02eZ_k_kOvHfA0gxqnIIQgy7mdV_43i2DwGkm9k-o5zDHuyz6_fiTTJDVs-apJpZb7j-NOzguxiaH6QMwOw_zl8VXTZHcdmcqQLw=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSW92TcdVTmo4CgXHpP3RlQxswPNYGmwHiG-02eZ_k_kOvHfA0gxqnIIQgy7mdV_43i2DwGkm9k-o5zDHuyz6_fiTTJDVs-apJpZb7j-NOzguxiaH6QMwOw_zl8VXTZHcdmcqQLw=w224-h298-k-no']",['gunung']
1080,Puncak Gagoan,"Paninggahan, Kec. Junjung Sirih",4.6,718,"Puncak Gagoan adalah destinasi wisata yang terletak di Paninggahan, Kec. Junjung Sirih, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan puncak yang menarik.","{'latitude': -0.6743183, 'longitude': 100.5089637}",https://www.google.com/maps/place/Puncak+Gagoan/data=!4m7!3m6!1s0x2fd4d1486900c44f:0xc66af57a94e51d5f!8m2!3d-0.6743183!4d100.5089637!16s%2Fg%2F11cjh_5956!19sChIJT8QAaUjR1C8RXx3llHr1asY?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMCAKjhtLROfYfmgcERQ3nOSF8F4s10GASE_s8qSGpIU9spsHTzCMt5ZwxDGo8UEjv3maJ05d2OIK7JBzqWUKQK74LlKUWGWtbPP4ZAthRUNdXttNJRETX6sDG5N3LkDwBZd11=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMCAKjhtLROfYfmgcERQ3nOSF8F4s10GASE_s8qSGpIU9spsHTzCMt5ZwxDGo8UEjv3maJ05d2OIK7JBzqWUKQK74LlKUWGWtbPP4ZAthRUNdXttNJRETX6sDG5N3LkDwBZd11=w425-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMCAKjhtLROfYfmgcERQ3nOSF8F4s10GASE_s8qSGpIU9spsHTzCMt5ZwxDGo8UEjv3maJ05d2OIK7JBzqWUKQK74LlKUWGWtbPP4ZAthRUNdXttNJRETX6sDG5N3LkDwBZd11=w528-h298-k-no']","['gunung', 'goa']"
1081,Puncak Lawang,"Jl. Panorama Puncak, Lawang, Kec. Matur",4.6,6.135,"Puncak Lawang adalah salah satu objek wisata alam yang terletak di dataran tinggi di Nagari Lawang, Kecamatan Matur, Kabupaten Agam, Sumatera Barat. Keindahan Puncak Lawang ditandai dengan birunya alam Danau Maninjau serta rindangnya pohon pinus dan udara yang sejuk. Keindahan danaunya dapat dilihat dari ketinggian 1.210 mdpl di puncak tertinggi, yaitu Nagari Lawang.  Puncak Lawang dijuluki ''negeri di atas awan"", karena indah dengan berlatar belakang Danau Maninjau. 
Objek wisata Puncak Lawang ...","{'latitude': -0.2643448, 'longitude': 100.2427008}",https://www.google.com/maps/place/Puncak+Lawang/data=!4m7!3m6!1s0x2fd56b67ca739597:0xaec117f131aef258!8m2!3d-0.2643448!4d100.2427008!16s%2Fg%2F11q7dtn31q!19sChIJl5Vzymdr1S8RWPKuMfEXwa4?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/p/AF1QipPUvBq2SpGs_bB2Ordcs5sqWcEZubUyrqid7_8K=w129-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPUvBq2SpGs_bB2Ordcs5sqWcEZubUyrqid7_8K=w408-h270-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPUvBq2SpGs_bB2Ordcs5sqWcEZubUyrqid7_8K=w448-h298-k-no']","['gunung', 'danau', 'wisata_alam']"
1082,Wisata Dangau Pasawangan,"Canduang Koto Laweh, Kec. Candung",4.5,328,"Wisata Dangau Pasawangan adalah destinasi wisata yang terletak di Canduang Koto Laweh, Kec. Candung, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan dangau yang menarik.","{'latitude': -0.3075671, 'longitude': 100.45}",https://www.google.com/maps/place/Wisata+Dangau+Pasawangan/data=!4m7!3m6!1s0x2fd537e409ca1927:0x5d294f11785b1b75!8m2!3d-0.3075671!4d100.45!16s%2Fg%2F11lgrrsh04!19sChIJJxnKCeQ31S8RdRtbeBFPKV0?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUQmnfUAAB4oT59egOJy5jeHx4g0V3JphXRSrsoiHvsWedPwn62uF_t346s9t5_uhqKe5ojoRL1hxOBm6QL5mlTDk0V72nN6AWG9-aA-4lbwlAFdO9jmqlqRmXo7fvkcD_VQ=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUQmnfUAAB4oT59egOJy5jeHx4g0V3JphXRSrsoiHvsWedPwn62uF_t346s9t5_uhqKe5ojoRL1hxOBm6QL5mlTDk0V72nN6AWG9-aA-4lbwlAFdO9jmqlqRmXo7fvkcD_VQ=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUQmnfUAAB4oT59egOJy5jeHx4g0V3JphXRSrsoiHvsWedPwn62uF_t346s9t5_uhqKe5ojoRL1hxOBm6QL5mlTDk0V72nN6AWG9-aA-4lbwlAFdO9jmqlqRmXo7fvkcD_VQ=w397-h298-k-no']",['lainnya']
1083,Desa Wisata Kubu Gadang Kota Padang Panjang,"Jl. H. Miskin, Ekor Lubuk, Kec. Padang Panjang Tim.",4.5,286,"Desa Wisata Kubu Gadang Kota Padang Panjang adalah destinasi wisata yang terletak di Jl. H. Miskin, Ekor Lubuk, Kec. Padang Panjang Tim., Kabupaten Padang Panjang, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan kubu yang menarik.","{'latitude': -0.4761959, 'longitude': 100.4322075}",https://www.google.com/maps/place/Desa+Wisata+Kubu+Gadang+Kota+Padang+Panjang/data=!4m7!3m6!1s0x2fd525796494e639:0x38443bc46df2d52c!8m2!3d-0.4761959!4d100.4322075!16s%2Fg%2F11dx8jxrrn!19sChIJOeaUZHkl1S8RLNXybcQ7RDg?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrltXI0KJgpJev3flW5QeiYmnPg2zBfY0czqf3a9xuO2z2Y7vE6M23-I-GhS2cQUt1sWvCtnqOaOgnFTXyGqbnVcra0NlmsBBPexnzWyhAzl1PQ1kXUGZd__Ue_dcJVwjlZNpwOtQ=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrltXI0KJgpJev3flW5QeiYmnPg2zBfY0czqf3a9xuO2z2Y7vE6M23-I-GhS2cQUt1sWvCtnqOaOgnFTXyGqbnVcra0NlmsBBPexnzWyhAzl1PQ1kXUGZd__Ue_dcJVwjlZNpwOtQ=w408-h305-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrltXI0KJgpJev3flW5QeiYmnPg2zBfY0czqf3a9xuO2z2Y7vE6M23-I-GhS2cQUt1sWvCtnqOaOgnFTXyGqbnVcra0NlmsBBPexnzWyhAzl1PQ1kXUGZd__Ue_dcJVwjlZNpwOtQ=w397-h298-k-no']",['lainnya']
1084,Objek Wisata Tabek Gadang,"Bukik Batabuah, Kec. Candung",4.6,22,"Objek Wisata Tabek Gadang adalah destinasi wisata yang terletak di Bukik Batabuah, Kec. Candung, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan tabek yang menarik.","{'latitude': -0.3523522, 'longitude': 100.4345984}",https://www.google.com/maps/place/Objek+Wisata+Tabek+Gadang/data=!4m7!3m6!1s0x2fd53936eb0aa51d:0x4c472482f64f9e69!8m2!3d-0.3523522!4d100.4345984!16s%2Fg%2F11f8cc0w5p!19sChIJHaUK6zY51S8RaZ5P9oIkR0w?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_8neeEju8snLvL6_bdWIY9bq98EhF3Xo4CAdNswrq1kS2iHwIYXmUSYli2mTvvefGzUvgqW3taZWQd1Ko5PSfwptnXwmvxDKhA3_yV29kdPikIrMU2oYGCWQ7-x0wb6CI4DCW=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_8neeEju8snLvL6_bdWIY9bq98EhF3Xo4CAdNswrq1kS2iHwIYXmUSYli2mTvvefGzUvgqW3taZWQd1Ko5PSfwptnXwmvxDKhA3_yV29kdPikIrMU2oYGCWQ7-x0wb6CI4DCW=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_8neeEju8snLvL6_bdWIY9bq98EhF3Xo4CAdNswrq1kS2iHwIYXmUSYli2mTvvefGzUvgqW3taZWQd1Ko5PSfwptnXwmvxDKhA3_yV29kdPikIrMU2oYGCWQ7-x0wb6CI4DCW=w397-h298-k-no']",['lainnya']
1085,Air Terjun Sarasah Bunta,"Sarasah bunta.lembah harau, Kampuang sarosah, Kec. Payakumbuh",4.5,2.498,"Air Terjun Sarasah Bunta adalah destinasi wisata yang terletak di Sarasah bunta.lembah harau, Kampuang sarosah, Kec. Payakumbuh, Kabupaten Padang, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan air terjun yang menarik.","{'latitude': -0.1082169, 'longitude': 100.6753776}",https://www.google.com/maps/place/Air+Terjun+Sarasah+Bunta/data=!4m7!3m6!1s0x2e2aac5285bc675b:0xd7060c6b5a9dd087!8m2!3d-0.1082169!4d100.6753776!16s%2Fg%2F11c600_pw2!19sChIJW2e8hVKsKi4Rh9CdWmsMBtc?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPx8CmFECDQJqMUqC0Zk8Bet1WRzFlDvGQjt9PDy9FpFxbTXCTfCgi0D5BW1QYoQV3pz5SS61QW6xodvZpfO5IoD2bzkssx6FC7nvm38lrU34CeAqoLkvSJ_smA0rAfH8IX0rVSg=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPx8CmFECDQJqMUqC0Zk8Bet1WRzFlDvGQjt9PDy9FpFxbTXCTfCgi0D5BW1QYoQV3pz5SS61QW6xodvZpfO5IoD2bzkssx6FC7nvm38lrU34CeAqoLkvSJ_smA0rAfH8IX0rVSg=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPx8CmFECDQJqMUqC0Zk8Bet1WRzFlDvGQjt9PDy9FpFxbTXCTfCgi0D5BW1QYoQV3pz5SS61QW6xodvZpfO5IoD2bzkssx6FC7nvm38lrU34CeAqoLkvSJ_smA0rAfH8IX0rVSg=w224-h298-k-no']",['air_terjun']
1086,Dempo Anailand,Guguak,4.4,545,"Dempo Anailand adalah destinasi wisata yang terletak di Guguak, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan anailand yang menarik.","{'latitude': -0.4963232, 'longitude': 100.3354593}",https://www.google.com/maps/place/Dempo+Anailand/data=!4m7!3m6!1s0x2fd523ecc44eee75:0x20624081f79c64d7!8m2!3d-0.4963232!4d100.3354593!16s%2Fg%2F11f01t3fws!19sChIJde5OxOwj1S8R12Sc94FAYiA?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/p/AF1QipOuErHUAdrbqPINbkhheiRvUiKICwDf-i1KY8ig=w152-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipOuErHUAdrbqPINbkhheiRvUiKICwDf-i1KY8ig=w426-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipOuErHUAdrbqPINbkhheiRvUiKICwDf-i1KY8ig=w530-h298-k-no']",['lainnya']
1087,Wisata Air terjun Lubuk Hitam Lestari,"Tlk. Kabung Utara, Kec. Bungus Tlk. Kabung, Sumatera Barat",4.7,86,"Wisata Air terjun Lubuk Hitam Lestari adalah destinasi wisata yang terletak di Tlk. Kabung Utara, Kec. Bungus Tlk. Kabung, Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan air terjun yang menarik.","{'latitude': -1.0519847, 'longitude': 100.4223608}",https://www.google.com/maps/place/Wisata+Air+terjun+Lubuk+Hitam+Lestari/data=!4m7!3m6!1s0x2fd4a594047f51ff:0xf851098b76ef9461!8m2!3d-1.0519847!4d100.4223608!16s%2Fg%2F11p07w_785!19sChIJ_1F_BJSl1C8RYZTvdosJUfg?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxiEoqQuOHLtkl9Zx5XrjmA6zyC1uysC2hXZtpGyRqVCC8zplhxDaYpq3RJt34jLhlMMludJykekHvb3s45kkY5gFPAC4oqZiNdoIO0eEKZ8REVghnMDrB-a7gTMma3SAsLTg=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxiEoqQuOHLtkl9Zx5XrjmA6zyC1uysC2hXZtpGyRqVCC8zplhxDaYpq3RJt34jLhlMMludJykekHvb3s45kkY5gFPAC4oqZiNdoIO0eEKZ8REVghnMDrB-a7gTMma3SAsLTg=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxiEoqQuOHLtkl9Zx5XrjmA6zyC1uysC2hXZtpGyRqVCC8zplhxDaYpq3RJt34jLhlMMludJykekHvb3s45kkY5gFPAC4oqZiNdoIO0eEKZ8REVghnMDrB-a7gTMma3SAsLTg=w224-h298-k-no']",['air_terjun']
1088,Danau Cimpago,"Kelurahan Purus, Kecamatan Padang Barat, Purus, Padang",4.3,711,"Danau Cimpago adalah destinasi wisata yang terletak di Kelurahan Purus, Kecamatan Padang Barat, Purus, Padang, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan danau yang menarik.","{'latitude': -0.9338368, 'longitude': 100.3512528}",https://www.google.com/maps/place/Danau+Cimpago/data=!4m7!3m6!1s0x2fd4b92c97ea4d33:0xb63a291bbf3ae8e3!8m2!3d-0.9338368!4d100.3512528!16s%2Fg%2F11bzvb6b95!19sChIJM03qlyy51C8R4-g6vxspOrY?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqx61zprx35IF8P4x4fXpBD6HBFzFgk2fwtdkFAoxxrxFbPCiAmBgk52SEFG-0l2Ae1s_nuxratXDTxMiJ5-u1o6Jv1DzOa5iDiqLrfcOOXBpepIkDWG79juwjCG_h7Trv4GQbnHg=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqx61zprx35IF8P4x4fXpBD6HBFzFgk2fwtdkFAoxxrxFbPCiAmBgk52SEFG-0l2Ae1s_nuxratXDTxMiJ5-u1o6Jv1DzOa5iDiqLrfcOOXBpepIkDWG79juwjCG_h7Trv4GQbnHg=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqx61zprx35IF8P4x4fXpBD6HBFzFgk2fwtdkFAoxxrxFbPCiAmBgk52SEFG-0l2Ae1s_nuxratXDTxMiJ5-u1o6Jv1DzOa5iDiqLrfcOOXBpepIkDWG79juwjCG_h7Trv4GQbnHg=w397-h298-k-no']",['danau']
1089,Taman Bermain Banto Royo,"Jl. Kaluang Tapi, Koto Tangah, Kec. Tilatang Kamang",4.2,1.929,"Taman Bermain Banto Royo adalah destinasi wisata yang terletak di Jl. Kaluang Tapi, Koto Tangah, Kec. Tilatang Kamang, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan taman yang menarik.","{'latitude': -0.2237289, 'longitude': 100.3919982}",https://www.google.com/maps/place/Taman+Bermain+Banto+Royo/data=!4m7!3m6!1s0x2fd54680e2c0f175:0xb2b842ada46809b9!8m2!3d-0.2237289!4d100.3919982!16s%2Fg%2F11f3x5cn_9!19sChIJdfHA4oBG1S8RuQlopK1CuLI?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAI3FxrCPJyVZgVFjZsIxKmoQYRccRORRtE52UzMR2FRDyhxlFPdOytahea1dBXxojbkCoUoWdG1Sn0J6aJJw-KLPbKhSCf9sZjcOMl0kvPPDEgxdVnfjNqNLs8mFc8SqvQweT=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAI3FxrCPJyVZgVFjZsIxKmoQYRccRORRtE52UzMR2FRDyhxlFPdOytahea1dBXxojbkCoUoWdG1Sn0J6aJJw-KLPbKhSCf9sZjcOMl0kvPPDEgxdVnfjNqNLs8mFc8SqvQweT=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAI3FxrCPJyVZgVFjZsIxKmoQYRccRORRtE52UzMR2FRDyhxlFPdOytahea1dBXxojbkCoUoWdG1Sn0J6aJJw-KLPbKhSCf9sZjcOMl0kvPPDEgxdVnfjNqNLs8mFc8SqvQweT=w397-h298-k-no']",['taman']
1090,Air Terjun Lembah Anai,"Singgalang, Kec. Sepuluh Koto",4.5,5.576,"Air Terjun Lembah Anai (dikenal pula Air Mancur, ejaan lama: Ajer Mantjoer) adalah sebuah air terjun yang terletak di jorong aie mancua nagari Singgalang, X Koto, Kabupaten Tanah Datar, Sumatera Barat. Air terjun setinggi sekira 35 meter ini berada tepat di tepi Jalan Raya Padang-Bukittinggi di kaki Gunung Singgalang. Air Terjun Lembah Anai merupakan bagian dari aliran Sungai Batang Lurah, anak Sungai Batang Anai yang berhulu di Gunung Singgalang di ketinggian 400 Mdpl. Air terjun ini terletak d...","{'latitude': -0.4837937, 'longitude': 100.3380567}",https://www.google.com/maps/place/Air+Terjun+Lembah+Anai/data=!4m7!3m6!1s0x2fd5239b04efe7d3:0xfa4a00004d31f7ec!8m2!3d-0.4837937!4d100.3380567!16s%2Fg%2F128dgdsvt!19sChIJ0-fvBJsj1S8R7PcxTQAASvo?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvQ4NrEY8kZ2jtrUy3t8iykOzEfgDuTQ5Jah6M8Lewh2ysod09t_U9Nr4_zp9R0nh1mIfP-7d_zOQraUTFwIX2JfzB7AR_h_fPU0OXMMCJBhFvC5ugXe2GEJ7Dhm4cf64j2cboHQ=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvQ4NrEY8kZ2jtrUy3t8iykOzEfgDuTQ5Jah6M8Lewh2ysod09t_U9Nr4_zp9R0nh1mIfP-7d_zOQraUTFwIX2JfzB7AR_h_fPU0OXMMCJBhFvC5ugXe2GEJ7Dhm4cf64j2cboHQ=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvQ4NrEY8kZ2jtrUy3t8iykOzEfgDuTQ5Jah6M8Lewh2ysod09t_U9Nr4_zp9R0nh1mIfP-7d_zOQraUTFwIX2JfzB7AR_h_fPU0OXMMCJBhFvC5ugXe2GEJ7Dhm4cf64j2cboHQ=w224-h298-k-no']","['gunung', 'air_terjun']"
1091,Bukit Nobi Hill,"Kp. Jua Nan XX, Kec. Lubuk Begalung",4.4,163,"Bukit Nobi Hill adalah destinasi wisata yang terletak di Kp. Jua Nan XX, Kec. Lubuk Begalung, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan bukit yang menarik.","{'latitude': -0.9735541, 'longitude': 100.4157254}",https://www.google.com/maps/place/Bukit+Nobi+Hill/data=!4m7!3m6!1s0x2fd4ba22ed5a5921:0xa574a929210a5789!8m2!3d-0.9735541!4d100.4157254!16s%2Fg%2F11c20bx6gh!19sChIJIVla7SK61C8RiVcKISmpdKU?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6TN9j_oT9afHrcOM312lmLToYUoEgFVtBmwhkPOcYhOrg7dNv9weElikw-Q8lCmeuAYCjq_zbrPAfJlyBDzKSWCaC3x5DVzY84JYwKz25mASw-R6hgZV8OAegNnE6SYNw2gFwaQ=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6TN9j_oT9afHrcOM312lmLToYUoEgFVtBmwhkPOcYhOrg7dNv9weElikw-Q8lCmeuAYCjq_zbrPAfJlyBDzKSWCaC3x5DVzY84JYwKz25mASw-R6hgZV8OAegNnE6SYNw2gFwaQ=w408-h305-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6TN9j_oT9afHrcOM312lmLToYUoEgFVtBmwhkPOcYhOrg7dNv9weElikw-Q8lCmeuAYCjq_zbrPAfJlyBDzKSWCaC3x5DVzY84JYwKz25mASw-R6hgZV8OAegNnE6SYNw2gFwaQ=w397-h298-k-no']",['gunung']
1092,The Greatwall of Koto Gadang,"Kayu Kubu, Kec. Mandiangin Koto Selayan",4.4,730,"The Greatwall of Koto Gadang adalah destinasi wisata yang terletak di Kayu Kubu, Kec. Mandiangin Koto Selayan, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan greatwall yang menarik.","{'latitude': -0.3125288, 'longitude': 100.3633972}",https://www.google.com/maps/place/The+Greatwall+of+Koto+Gadang/data=!4m7!3m6!1s0x2fd5475115555555:0xfdfc3a605ff3afe3!8m2!3d-0.3125288!4d100.3633972!16s%2Fg%2F11d_pspfgj!19sChIJVVVVFVFH1S8R46_zX2A6_P0?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNEDp3-vO9XB0EpDeiaztoTiUEQwcEyKLewQhU7cS7eyr0Qbn9aUAX7QSKScCHq01ogp2sma4ZVnYqtv4WHhj6N_C4hZ-zpYO-9-Yy3eWVtZ_XxHAzgniyswh_fpKOjhvHhfKpPw=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNEDp3-vO9XB0EpDeiaztoTiUEQwcEyKLewQhU7cS7eyr0Qbn9aUAX7QSKScCHq01ogp2sma4ZVnYqtv4WHhj6N_C4hZ-zpYO-9-Yy3eWVtZ_XxHAzgniyswh_fpKOjhvHhfKpPw=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNEDp3-vO9XB0EpDeiaztoTiUEQwcEyKLewQhU7cS7eyr0Qbn9aUAX7QSKScCHq01ogp2sma4ZVnYqtv4WHhj6N_C4hZ-zpYO-9-Yy3eWVtZ_XxHAzgniyswh_fpKOjhvHhfKpPw=w529-h298-k-no']",['lainnya']
1093,Istano Basa Pagaruyung,"GJHC+FHJ, Jl. Sutan Alam Bagagarsyah, Pagaruyung, Kec. Tj. Emas",4.7,16.852,"Istano Basa Pagaruyung adalah destinasi wisata yang terletak di GJHC+FHJ, Jl. Sutan Alam Bagagarsyah, Pagaruyung, Kec. Tj. Emas, Kabupaten Agam, Provinsi Sumatera Barat. Tempat ini menawarkan pemandangan alam yang indah, terutama pemandangan istano yang menarik.","{'latitude': -0.4712964, 'longitude': 100.6214049}",https://www.google.com/maps/place/Istano+Basa+Pagaruyung/data=!4m7!3m6!1s0x2e2ad2d2be29c7dd:0xb19e3eb230efffbc!8m2!3d-0.4712964!4d100.6214049!16s%2Fm%2F0ztdsw9!19sChIJ3ccpvtLSKi4RvP_vMLI-nrE?authuser=0&hl=id&rclk=1,Sumatera Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvKl3NEcWvv24tonbMlZwcMDn5fUeyjXocHEspr1jvSFHnmO7Q4fla9zlkChL4Eup04x90t68wTZqlIgO-Hw9iY-ord3DNnC1c4y07yDM_ZC1Rm7clyakiDn90hgxtx3Tp_wf5=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvKl3NEcWvv24tonbMlZwcMDn5fUeyjXocHEspr1jvSFHnmO7Q4fla9zlkChL4Eup04x90t68wTZqlIgO-Hw9iY-ord3DNnC1c4y07yDM_ZC1Rm7clyakiDn90hgxtx3Tp_wf5=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvKl3NEcWvv24tonbMlZwcMDn5fUeyjXocHEspr1jvSFHnmO7Q4fla9zlkChL4Eup04x90t68wTZqlIgO-Hw9iY-ord3DNnC1c4y07yDM_ZC1Rm7clyakiDn90hgxtx3Tp_wf5=w529-h298-k-no']",['lainnya']
